"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
2077			"base"	"interview"	2024-03-25 13:30:11	3	T	T	F	F	T	F	F		"Guten Tag,"	2	2	1	2	2	2	1	1	1	1	2	11	5	3	5	4	2	1	4	5	5	2	5	1	1	1	5	3	5	5	1	2	2	1	2	2	1	1	2	1	1	1				2	1	1	1	1	1	2	2	2	3	1	2	2	2																				3	1	4	5		5		5	3	2		5	3	3	4	4	3	3	1	2	3	4	3	5	2	3	1	1	1	4	2	2	2	1	2	3	3	4	5	2	3	1	T	F	F	F	F	6	6	2		2	5				4	"Informatik"		0	1	2	8	5	87	19	80	18	48	22	22	1	17	55	27	24	12	17	15	12			2	1	1	1		34	6	66	11	47	50	74	41	22	24	116	100	151	4	27	16	16		16		12	774		2024-03-25 13:44:04	T	F	26	26	4	1	1.34
2079			"base"	"interview"	2024-03-25 13:31:16	3	F	T	F	F	T	T	F		"Sehr geehrte/r Herr/Frau Hausach"	3	4	3	4	4	3	3	4	3	4	5	66	4	2	3	4	3	1	4	5	4	4	4	5	4	4	5	2	4	4	2	2	1	1	2	1	2	2	1	1	-1	-1	"Meine Tochter hat mich mehr für das Thema sensibilisiert"			3	2	3	1	1	1	3	3	3	3	1	1	1	3	1	2	1	1	1	1	1	1	3	3	2	3	1	1	2	3				2	1	2	5		4		5	3	2		5	4	5	5	4	4	4	2	2	3	1	1	5	1	1	2	1	2	1	1	2	1	2	2	3	5	4	5	4	4	1	T	F	F	F	F	3	3	2		3	8				3	"WiWi für Ingenieure und Naturwissenschaftler"		4	1	2	95	36	44	21	26	39	35	10	89	91	39	58	71	60	38	34	19	85		"Die FernUni ist sehr anonym, das Geschlecht spielt eine geringere Rolle als an konventionellen Universitäten, da die Kontakte viel distanzierter und oberflächlicher sind. Das ist allerdings auch eine Herausforderung da Vorurteile nicht so einfach ausgehebelt werden können."	2	1	1	1		13	6	41	7	48	121	253	28	32	76	97	184	159	145	44	32	24		17		13	1207		2024-03-25 13:53:37	T	F	26	26	4	0	0.89
2081			"base"	"interview"	2024-03-25 13:31:46	2	T	T	F	F	F	F	F		"Ich erkundige mich im Studierendensekretariat um wen es sich handelt {EM_SMILING_FACE_WITH_SUNGLASSES}"	1	1	1	1	1	1	1	1	1	1	1	2	5	2	5	5	5	1	1	4	4	4	5	3	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1				7	3	2	1	1	1	3	6	3	6	6	6	7	5	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1				2	1	4	5		5		1	3	3		3	3	5	5	4	5	4				2	3	4	3	3	4	3	1	3	3	3	2	1	1	4	2	3	4	5	5	1	T	F	F	F	F	10	10	2		3	7				5	"Rechtswissenschaften "		4	1	2	-9	101	-9	-9	-9	-9	3	-9	6	-9	4	-9	-9	-9	-9	-9	-9	-9	"Zwei Sozialarbeiter aus dem Praktikum Strafrechtspflege"		2	1				6	3	9	7	71	126	56	43	49	85	142	239	269	7	65	34						1211		2024-03-25 13:51:57	F	F	19	19	14	10	1.05
2082			"base"	"interview"	2024-03-25 13:33:08	3	F	T	T	F	F	F	T	"Student:innen"	"Hallo"	5	5	5	5	5	5	5	5	5	5	5	101	2	1	3	1	1	1	1	2	1	1	2	5	4	5	3	1	1	5	4	4	4	3	4	4	4	3	4	4	4	4		1	2	6	2	2	4	2	2	4	3	3	3	1	7	1	1	2	2	1	1	2	1	1	1	3	3	2	3	2	1	1	1				3	2	3	3		4		4	4	4		4	3	3	3	4	4	4	2	3	2	1	1	5	1	1	1	1	1	1	1	1	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	6	3	1		3	8				4	"M.Sc. Informatik"		4	1	2	91	26	35	26	51	32	26	36	67	91	21	51	31	62	44	33	61	71			2	1	1	1		32	4	5	11	43	67	79	5225	66	92	242	108	147	13	33	29	29		24		4	1062		2024-03-25 15:17:21	T	F	26	26	5	1	0.99
2085			"base"	"interview"	2024-03-25 13:34:35	3	F	T	T	F	T	F	F			5	5	5	5	5	5	5	5	5	5	5	101	1	1	2	1	1	1	2	5	2	2	1	5	4	4	4	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5				3	1	4	1	1	1	5	4	1	4	3	4	1	1									1	4	1	3	3	1	1	1				2	1	3	3		3		3	3	3		3	3	3	3	3	3	3	2	3	1	2	1	5	4	4	1	1	1	1	1	1	1	1	1	2	4	5	5	2	4	1	T	F	F	F	F	2	2	1		2	8				5	"EJP"		2	1	2	63	52	37	54	54	41	48	51	48	80	44	56	55	33	51	42	50	56			2	1	1	1		4	9	4	12	32	40	82	21	26	53	69	94	112	3	30	25	18		15		6	655		2024-03-25 13:45:30	T	F	26	26	6	1	1.59
2087			"base"	"interview"	2024-03-25 13:37:26	1	F	T	F	F	F	F	F		"Guten Tag, 
..."	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	1	5	5	5	5	5	1	5	1	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	2	2	1	1	1									2	1	1	2	2	1	1	1	2	2	1	2	2	1	1	1				2	1	5	5		5		5	5	5		3	3	5	3	3	3	3	1	1	1	1	1	5	3	3	3	1	1	3	3	1	3	1	1	5	3	5	5	1	5	1	T	F	F	F	F	2	2	1		3	5				5	"Bachelor of Law"		8	1	2	1	31	1	31	19	24	1	27	28	17	37	50	18	37	19	17	19	21			2	1	1	1		12	14	5	8	74	166	93	49	52	89	137	151	200	9	42	69	22		19		3	1214		2024-03-25 13:57:40	T	F	26	26	5	1	0.98
2093			"base"	"interview"	2024-03-25 13:50:24	1	F	F	T	F	F	F	F		"Liebe/lieber A. Hausbach "	5	5	4	5	5	5	4	4	4	5	5	76	3	2	2	2	2	1	2	3	3	3	3	5	3	4	4	2	1	3	3	4	4	3	3	2	4	3	3	3	3	3				5	4	4	1	1	1	4	2	3	4	3	5	5	4	3	3	1	3	3	1	1	3	3	3	1	3	3	1	3	3				2	1	4	3		4		3	5	4		5	4	5	5	5	5	5				1	5	5	2	1	3	3	4	2	1	1	2	1	1	2	5	5	5	2	3	1	T	F	F	F	F																47	38	69	57	67	51	57	27	67	62	42	67	67	66	60	64	42	78			2	1				9	11	7	6	57	104	93	34	30	100	123	134	198									906		2024-03-25 14:05:30	F	F	16	16	4	1	1.02
2095			"base"	"interview"	2024-03-25 13:52:16	2	F	T	F	F	T	F	F		"Guten Tag, "	1	1	1	1	1	1	1	1	1	1	1	1	5	4	5	5	5	1	3	5	5	5	5	1	1	1	5	1	3	2	1	1		1	1	1	1	1	1	1	1	1				7	6	7	7	6	7	7	7	7	7	7	6	7	7	6	5	5	4	5	4	5	4	7	7	7	7	7	5	7	7				4	1	4	5	4		4	5		4		4	4	4	4	5	5	5	3	3	3	1	1	5	3	1	5	1	1	1	1	1	1	1	1	3	1	5	5	3	5	1	F	T	F	F	F	2	2	2		2	8		1				2		1	2	1	101	12	5	16	11	-9	1	11	-9	-9	7	16	11	17	-9	-9	-9			2	1	1	1		5	3	4	3	43	63	42	24	19	67	123	88	121	10	41		30	14	12		2	714		2024-03-25 14:04:10	T	F	26	26	9	5	1.64
2096			"base"	"interview"	2024-03-25 13:53:17	2	T	T	F	F	F	F	F			1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	1	5	5	5	5	5	1	1	1	3	5	5	4	1	1	1	1	1	1	1	1	1	1	1	1				2	1	4	1	1	1	2	2	1	1	1	1	1	1									1	4	3	4	1	1	1	1				1	1	3	4		4		5	2	3		5	4	5	5	4	4	4	1	1	1	1	1	5	1	1	5	3	5	1	1	4	1	1	1	5	5	5	5	3	5	1	T	F	F	F	F	2	2	1		2	8				3	"Wirtschaftswissenschaft für Ingenieure"		2	1	2	-9	18	84	26	100	76	23	-9	43	-9	84	101	25	77	30	61	101	30			2	1	1	1		9	3	8	6	47	49	46	21	27	40	74	90	92	2	26	26	13		12		3	594		2024-03-25 14:03:11	T	F	26	26	8	4	1.71
2097			"base"	"interview"	2024-03-25 13:55:18	1	F	T	F	F	F	F	F		"Guten Tag,

... "	4	4	4	4	4	4	4	4	4	4	4	89	2	1	2	2	2	1	2	3	-9	2	2	4	4	4	4	1	1	4	4	5		5	5	5	4	4	5	4	5	4		1	3	5	6	6	2	2	2	6	3	3	4	2	1	2	1	1	6	6	5	4	1	1	6	6	6	6	6	5	1	1	7				3	2	4	4	4		5	4		3		4	4	-9	4	4	4	4	2	2	2	2	2	5	2	1	3	-9	-9	3	1	2	1	2	2	2	4	4	5	2	3	1	F	T	F	F	F	3	3	1		2	8		1				1		1	2	65	51	88	95	90	91	1	71	-9	64	61	101	87	93	97	-9	77	-9			2	1	1	1		38	12	10	18	34	100	77	33	41	102	89	117	127	7	40		25	12	26		5	913		2024-03-25 14:10:31	T	F	26	26	10	5	1.04
2100			"base"	"interview"	2024-03-25 13:58:01	1	T	F	F	F	F	F	F		"Guten Tag,

aus Grund XY schreibe ich Ihnen......................

Mit freundlichen Grüßen,
XY"	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	3	1	5	5	5	4	5	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"Ich lasse mich auch durch Vorschriften nicht zum gendern zwingen, falls nötig würde ich auch mit einem Anwalt dagegen vorgehen.
PS: Meine Frau lehnt das gendern auch ab."	-9	3	1	2	1	1	2	1									1	2	1	5	2	1	1	1												1	2	2	3		2		4	3	3		5	2	3	5	5	5	5	4	4	4	1	5	5	3	3	3	3	3	5	2	3	2	1	1	5	3	5	5	5	5	1	T	F	F	F	F	1	5	2		2	7				4	"Informatik"		3	1	2	6	6	-9	-9	-9	-9	-9	1	1	6	6	-9	-9	-9	-9	-9	1	1		"Gendern finde ich persöhnlich absolut unnötig. Jeder Mensch sollte mit Respekt behandelt werden und falls jemand eine Person, die Trans, Homosexuell oder ähnliches ist ohne Respekt behandelt werde ich da auch einschreiten. Aber ich empfinde ich Gleichstellung als extrem übergriffig und ungerecht.
Gleichberechtigung finde ich sehr gut, aber alles gleich zu schalten ist der falsche Weg.
Als Beispiel aus meinem Leben, empfinde ich es als sehr ungerecht meiner Frau, meinen Kindern und mir gegenüber, wenn eine Frau oder so wegen einer Quote eine Stelle bekommt und nicht ich.
Bei besserer Qualifikation, habe ich eben Pech, aber wenn es wegen einer Quote ist, werde nicht nur ich benachteiligt.
Meine Frau und ich leben sehr Traditionell, also sie ist Hausfrau und Mutter und ich muss zusehen, dass ich das Geld nach Hause schaffe.
Wir sind sehr glücklich damit, aber es läuft eben nicht mehr Gleichberechtigt in der Gesellschaft ab, sondern immer mehr zur benachteiligung von Männern und traditionell lebenden Frauen."	2	1	1	1		6	6	5	17	78	191	67	65	54	38	108	232	176	576	74	29	34		100		9	1301		2024-03-25 14:29:06	T	F	26	26	11	8	0.9
2101			"base"	"interview"	2024-03-25 14:01:27	3	T	T	F	F	T	F	F		"Sehr geehrte Damen und Herren,"	1	2	2	2	2	2	2	2	1	2	3	76	5	3	5	5	2	1	1	4	5	5	5	3	2	2	5	5	5	5	1	2	1	-1	-1	-1	1	1	1	1	1	1		1	1	4	3	5	3	1	1	3	1	3	3	1	3	6	1	1	3	3	2	2	1	1	3	3	4	3	5	1	1	3	5				2	1	4	4	3	4	4	3	2	2	"EU Bürger "	5	5	4	5	5	5	5	1	1	3	1	2	5	4	1	3	1	1	1	1	2	1	1	1	1	5	5	5	1	1	2	T	T	F	F	F	3	3	2		2	8		3		3	"Wirtschaftswissenschaft"	1	3	1	2	1	6	91	11	95	91	11	6	26	1	3	11	6	11	11	6	4	20			2	1	1	1		8	6	28	12	93	139	189	49	73	201	242	188	345	4	30	37	52	12	37		13	1758		2024-03-25 14:30:45	T	F	26	26	4	0	0.82
2102			"base"	"interview"	2024-03-25 14:03:38	1	T	F	F	F	F	F	F		"Sehr geehrte Dame oder sehr geehrter Herr Hausach..."	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	4	2	5	5	5	5	4	1	1	1	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1		3	1	4	1	4	2	1	1	1	3	3	3	1	1	1	1									1	2	2	3	1	1	1	1				3	2	3	5		4		5	4	3		5	5	5	5	5	5	5	1	1	3	3	5	5	2	3	4	5	1	2	3	4	2	3	2	5	3	4	5	3	5	1	T	F	F	F	F	2	5	2		3	8			"Wenn Sprache tatsächlich diskriminierend sein soll, dann rate ich dazu einen Blick nach Südkorea zu werfen und die dortige Sprache mit der Männerdominanz abzugleichen."	3	"Wirtschaftsinformatik "		5	1	2	61	62	14	6	16	24	28	63	33	17	22	-9	-9	-9	-9	-9	-9	-9			2	1	1	1		10	6	10	8	55	116	58	28	30	68	114	136	153	9	46	23	38		87		22	1017		2024-03-25 14:20:36	T	F	26	26	9	5	1.01
2103			"base"	"interview"	2024-03-25 14:04:12	2	F	T	T	F	F	F	F		"Guten Tag A. Hausach,
Hallo A. Hausach"	5	5	4	5	5	5	4	4	4	5	5	101	4	1	3	2	1	1	1	2	1	1	2	5	5	5	4	1	1	5	4	5	5	5	5	4	4	4	5	4	-1	-1		1	3	4	2	3	2	1	1	3	3	3	4	2	5	4	3	2	2	2	1	2	1	1	1	3	1	3	3	1	1	1	1				3	1	4	4		5		5	5	4	"Gleicher Musikgeschmack"	5	5	5	5	4	5	5	2	2	3	1	2	5	2	2	2	1	1	2	1	1	1	1	1	1	1	5	5	1	1	1	T	F	F	F	F	3	9	1		2	8			"Manchmal wurde ich gefragt, wie als ""Mitarbeitende"" die Situation XY sehe. Allerdings bin ich ja Studierende und nicht Mitarbeitende. In den Fällen habe ich meine Meinung als Studierende wiedergegeben."	2	"Psychologie (M.Sc.)"		4	1	2	91	76	95	84	97	97	94	98	82	86	71	92	92	96	88	91	86	81	"Kolleg*innen auf der Arbeit"		2	1	1	1		55	5	7	9	79	84	144	39	70	225	246	149	228	45	66	61	57		95		15	1679		2024-03-25 14:32:11	T	F	26	26	3	0	0.64
2105			"base"	"interview"	2024-03-25 14:06:56	1	F	T	F	F	F	F	F		"Guten Tag,"	5	5	3	5	5	5	3	3	4	3	5	67	1	1	1	3	1	1	1	3	1	1	3	5	4	5	4	4	1	5	1	2	3	3	4	2	1	2	4	1	-1	1		1	2	4	2	3	1	1	1	3	2	1	3	1	5	1	1	1	1	1	1	1	1	1	1	6	4	1	4	1	1	1	1				2	1	4	3		5		5	5	4		5	5	4	4	3	3	3	1	1	3	1	2	5	4	1	1	3	4	1	1	1	1	2	1	1	5	5	5	1	1	1	T	F	F	F	F	3	3	2		2	8				4	"Wirtschaftsinformatik"		1	1	2	64	24	32	9	39	15	14	12	29	68	41	56	61	56	50	61	26	61		"Klimawandel, Digitalisierung (die FU Hagen kann noch viel mehr digitalisieren -> ist es notwendig, dass es noch Klausuren gibt die vor Ort stattfinden müssen, warum gibt es noch Einsendeaufgaben, die postalisch eingesendet werden müssen), Populismus"	2	1	1	1		61	30	26	18	84	98	113	558	29	71	139	136	161	277	45	66	48		14		11	1196		2024-03-25 14:40:02	T	F	26	26	5	1	0.69
2106			"base"	"interview"	2024-03-25 14:07:25	1	F	T	F	F	F	F	F		"Sehr geehrte Herr/Frau Hausach"	1	1	1	1	1	1	1	1	1	1	1	19	1	4	4	5	4	1	5	5	5	5	5	1	1	1	4	2	2	2	1	1		1	1	1	1	1	1	1	1	1		2	1	7	5	7	4	2	2	3	7	3	4	5	1	1	1	1	5	5	4	4	1	1	4	1	7	6	5	6	4	6	7				4	1	5	4	5		5	3		1	"Europäischer Bürger"	4	5	4	4	4	3	2	3	3	3	1	3	5	1	2	3	1	2	1	1	1	2	1	1	5	3	5	5	3	5	1	F	T	F	F	F	4	11	2		2	8		5				3		1	2	2	7	68	22	53	17	11	25	53	6	20	90	18	81	6	1	22	52			2	1	1	1		2	3	5	3	37	40	23	19	20	52	72	58	73	2	22		17	5	10		4	467		2024-03-25 14:15:13	T	F	26	26	5	1	2.15
2111			"base"	"interview"	2024-03-25 14:13:47	1	T	F	F	F	F	F	F		"Guten Tag!"	1	1	1	1	1	1	1	1	1	1	1	2	5	5	1	5	4	1	5	5	5	5	5	4	1	1	5	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1		3	1	4	1	3	1	1	1	1	1	3	3	1	2	4	1									1	1	3	1	1	1	1	1				1	1	2	4		2		3	2	4		4	3	4	4	3	4	4	1	1	3	4	5	4	4	2	4	4	4	5	2	3	2	4	4	5	2	5	5	5	5	1	T	F	F	F	F	4	5	2		2	8				5	"Recht für Patentanwältinnen und Patentanwälte"		2	1	2	6	1	16	6	6	1	1	11	1	6	16	21	11	6	1	1	6	1			2	1	1	1		4	4	40	16	60	225	175	83	42	199	367	265	217	3	39	56	23		28		2	1848		2024-03-25 14:44:35	T	F	26	26	5	1	1.03
2114			"base"	"interview"	2024-03-25 14:21:42	1	F	T	F	F	F	F	F		"Guten Tag"	5	5	5	5	5	5	5	5	5	5	5	101	2	1	2	2	1	1	1	1	1	1	1	5	5	5	5	1	2	5	4	5	5	5	5	5	4	5	5	-1	5	-1		1	3	3	3	3	1	1	1	3	3	3	3	3	3	3	1	1	3	1	1	3	1	3	1	3	3	1	1	3	1	1	1				4	1	5	5		5		5	5	3		5	5	5	5	5	5	5	4	4	4	1	1	5	3	4	3	2	3	3	2	3	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	2	2	1		2	8				5	"Master of Laws"		2	1	2	31	37	87	101	91	84	78	52	29	56	30	88	101	101	101	88	57	31			2	1	1	1		15	3	5	4	59	31	60	17	22	60	125	90	158	5	35	24	15		16		3	747		2024-03-25 14:34:11	T	F	26	26	5	1	1.61
2115			"base"	"interview"	2024-03-25 14:21:59	1	F	F	F	F	T	F	F		"Guten Tag, "	1	1	1	1	1	1	1	1	1	1	1	2	5	5	4	5	5	1	3	5	5	5	5	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1		3	1	3	3	3	1	1	3	6	3	2	3	2	1	1	1	2	3	1	1	3	1	1	1	2	3	1	3	2	1	1	1				4	1	5	5		5		3	3	3		5	3	5	5	5	5	5	1	1	1	1	5	5	1	1	4	3	4	3	1	1	1	1	1	3	5	5	5	1	4	1	T	F	F	F	F	2	2	1		3	4			"Es wäre wirklich toll, wenn es mehr präsenzseminare in digitaler Form wieder gäbe oder Hybrid. Es ist für Alleinerziehende einfacher und auch günstiger zu realisieren."	1	"Kuwi "		4	1	2	1	-9	29	17	34	-9	9	-9	-9	-9	6	19	11	11	1	6	11	-9		"Alleinerziehende, mehr Präsenz- Seminare online wie in der Pandemie, es ist schade, dass so viele Seminare mittlerweile wieder Präsenz erfordern. Alle in Hybrid wäre auch super, zwecks der Vereinbarung der besseren. Und ist auch günstiger für die Studierenden "	2	1	1	1		4	6	4	5	49	85	97	47	34	91	114	110	119	95	22	26	24		72		7	1011		2024-03-25 14:38:50	T	F	26	26	8	4	1.19
2117			"base"	"interview"	2024-03-25 14:38:51	1	F	T	F	F	F	F	F		"Sehr geehrte Damen und Herren"	2	2	3	3	3	2	3	3	3	3	3	51	4	3	3	4	1	1	1	4	4	4	4	4	3	4	4	4	4	1	1	4	3	4	3	2	2	2	3	3	2	2		2	2	7	3	4	1	1	1	5	4	2	3	3	1	7	1	3	3	1	3	3	1	1	1	3	3	1	3	3	1	1	1				1	1	4	3		5		4	5	3	"Studierende mit Migrationshintergrund und/oder Kindern "	5	5	5	5	3	3	4	2	2	4	1	1	4	1	1	3	1	1	1	1	2	1	1	1	2	5	5	5	1	3	1	T	F	F	F	F	1	9	1		3	8				5	"Bachelor of Laws"		7	2	2	3	30	51	15	51	4	15	4	49	28	33	66	20	68	14	101	75	19			2	1	1	1		7	5	7	7	87	163	98	32	38	100	180	126	118	5	45	29	35		20		4	1106		2024-03-25 14:57:18	T	F	26	26	5	1	1.1
2118			"base"	"interview"	2024-03-25 14:59:43	1	F	T	F	F	F	F	F		"Guten Tag A. Hausach,"	3	3	3	3	3	3	3	3	3	3	3	1	5	5	3	5	3	1	1	5	5	4	5	2	1	1	4	5	1	1	2	5	2	4	2	2	2	2	4	2	2	2	"Ich glaube, dass man mit der Nutzung geschlechtergerechter Sprache das Gegenteil von dem erreicht, was man möchte. Das Ziel ist richtig, der Weg meines Erachtens nicht. Der Widerwille, den viele Menschen haben, wenn Sie gezwungen werden, geschlechtergerechte Sprache zu nutzen oder auch nur zu Lesen (mit der dann sich ergebenden schwereren Lesbarkeit von Texten) führt zur Ablehnung auch der Sache an sich. Mindestens führt die sehr emotional geführte Diskussion dazu, das eigentliche Ziel aus den Augen zu verlieren, auch wenn man sich dank der Diskussion mehr mit dem Thema der Geschlechtergerechtigkeit auseinandersetzt. Darüber hinaus wird mir von Transpersonen berichtet, dass sie sich von den meist verwendeten Gendersternchen gar nicht angesprochen fühlen, weil diese sich doch wieder nur auf Frau und Mann beziehen. Mir persönlich ist wichtiger, wie mein Gegenüber denkt und sich verhält, als wie sorgsam sie/er mit Sprache umgeht. In das ausgesprochene Wort kann man, wenn man will, meist sehr viel hinein interpretieren. Wir sollten mehr den Menschen als Ganzes wahrnehmen und im Zweifel vielleicht einfach fragen, wie etwas gemeint war, statt übersensibel auf Sprache zu reagieren. Vielleicht trauen sich Menschen sonst bald gar nicht mehr, etwas zu sagen, um ja nicht missverstanden zu werden oder direkt in eine bestimmte Ecke gestellt zu werden. Was nicht bedeutet, dass es durchaus gut sein kann, im Sprachgebrauch unbedacht verwendete Begriffe mal anzusprechen und auf deren evtl. zweifelhafte oder auch kritische Herkunft und Bedeutung hinzuweisen, aber bitte, ohne den Nutzenden gleich zu verdammen."	1	1	7	7	7	5	5	5	1	7	2	2	7	1	1	1	1	7	6	6	7	3	1	7	1	7	6	5	7	1	1	5				7	1	5	5	5	5	5	3	3	1		5	3	3	4	3	4	4	1	1	3	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	2	T	F	T	F	F	3	3	1		5	8		6		3	"Wirtschaftsinformatik"	4		1	2	1	11	81	51	81	81	51	51	51	1	11	21	51	21	11	1	31	51			2	1	1	1		39	31	45	18	130	127	118	74	66	204	273	1129	208	15	41	32	65	17	43			1684		2024-03-25 15:44:18	F	F	22	22	5	1	0.55
2119			"base"	"interview"	2024-03-25 14:59:51	1	F	F	F	F	T	F	F		"Sehr geehrte/ r Mitarbeiter/ in der Fernuiversität Hagen,
..."	1	2	2	3	1	3	1	1	2	1	3	16	5	5	2	5	4	1	5	5	5	5	5	5	1	1	5	5	5	5	1	2	2	2	2	1	1	2	2	1	1	1		3	1	4	4	3	1	1	1	4	1	3	4	1	4	7	1	3	3	1	3	3	1	1	1	4	3	3	4	3	1	4	1				2	3	4	3		5		5	4	1	"Christen"	5	5	4	5	5	5	5	1	1	1	1	1	5	3	5	3	5	4	5	2	3	1	3	2	5	1	5	5	5	5	1	T	F	F	F	F	8	8	2		1	7				3	"Wirtschaftswissenschaften"		0	1	2	11	41	71	51	71	51	51	51	11	-9	41	71	51	71	51	51	71	71			2	1	1	1		25	19	10	15	88	151	142	100	97	165	208	151	303	9	84	33	98		22		2	1722		2024-03-25 15:28:33	T	F	26	26	5	1	0.74
2120			"base"	"interview"	2024-03-25 15:04:53	1	F	T	F	F	F	F	F		"Guten Morgen, / Guten Tag (ohne weitere Andrede)"	5	5	4	5	5	5	4	4	4	4	5	82	3	1	1	2	1	1	2	1	1	1	3	4	4	3	4	1	1	4	4	4		4	4	4	4	4	4	4	4	4				6	4	7	3	2	3	3	5	5	3	2	1	3	1	4	4	1	1	1	1	4	4	4	7	6	6	7	2	7	7						4	4	4		4	4		3		5	5	4	5	5	5	5																								1	F	T	F	F	F																63	29	71	59	87	96	73	73	76	36	25	72	72	95	76	69	55	37			2	1				8	4	4	3	28	43	39	18	22	61	69	53										352		2024-03-25 15:10:45	F	F	15	15	5	1	1.99
2121			"base"	"interview"	2024-03-25 15:07:32	1	T	F	F	F	F	F	F		"Guten Tag,"	2	2	2	2	2	2	2	2	2	2	2	1	5	5	1	5	5	1	3	5	5	3	4	2	3	1	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1		3	1	1	1	1	1	1	1																												1	1	5	5		5		5	5	1		4	5	5	5	4	5	5	1	1	2	1	1	5	5	1	3	3	3	3	1	3	4	1	1	5	5	3	5	1	5	1	T	F	F	F	F	8	2	2		3	5				4	"Informatik "		3	1	2	51	51	51	51	51	51	51	51	51	1	28	51	51	51	51	51	51	51			2	1	1	1		5	11	4	14	43	72	50	29	25		125	79	108	5	43	17	36		12		6	684		2024-03-25 15:18:56	T	F	26	26	4	1	1.39
